TC No,TC Ident,Tc Name,TC description,TC Fail Count,TC Fail msg,TC Additional fails msg,TC Error Count,TC error msg,Test Failure Probable reason,category,category_code
3,TESTCASE_50.019.003,SU: Compare data - Test selection of Controller objects,SU: Compare data - Test selection of Controller objects,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Select_Controller_objects\test.py:56 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_50.019.004,SU: Compare data - Test comparison of TEA files and Controller objects,SU: Compare data - Test comparison of TEA files and Controller objects,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Compare_objects\test.py:113 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_50.019.005,SU: Compare data - Test appearance of Legend,SU: Compare data - Test appearance of Legend,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Switch_Legend\test.py:56 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_50.019.006,SU: Compare data - Test appearance of comparison objects and results,SU: Compare data - Test appearance of comparison objects and results,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Switch_compared_objects\test.py:80 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_50.019.007,SU: Compare data - Test comparison filters,SU: Compare data - Test comparison filters,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Switch_comparison_filter\test.py:64 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_50.019.008,SU: Compare data - Test navigation and search in result list,SU: Compare data - Test navigation and search in result list,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Navigate_and_search\test.py:84 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_50.019.009,SU: Compare data - Test appearance of the comparison result,SU: Compare data - Test appearance of the comparison result,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_Compare_Data\tst_Appearance_of_comparison_result\test.py:61 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_50.012.001,SU: Open softkey customization,SU: Open softkey customization,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_SoftkeyAccessLevel\tst_OpenSoftkeyCust\test.py:45 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_20.023.001,SU: Basic test of license dialog,SU: Basic test of license dialog,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Licensing\suite_SU_License\tst_test_main\test.py:40 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_20.023.002,SU: Test of all options dialog,SU: Test of all options dialog,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Licensing\suite_SU_License\tst_all_options\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_20.023.003,SU: Test of missing licenses dialog,SU: Test of missing licenses dialog,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Licensing\suite_SU_License\tst_missing_licenses\test.py:42 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_20.023.004,SU: Test of export license dialog,SU: Test of export license dialog,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Licensing\suite_SU_License\tst_export_license\test.py:39 - NameError: name 'is828D' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_20.014.004,SU: Create NC archive,SU: Create NC archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_HandleArchives\tst_create_NC_archive\test.py:51 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_20.014.005,SU: Create PLC archive,SU: Create PLC archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_HandleArchives\tst_create_PLC_archive\test.py:51 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_50.002.001,SU: Access Level Settings,SU: Access Level Settings,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_AccessLevelSetting\test.py:54 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_50.002.002,SU: Check valid directory- and filename characters,SU: Check valid directory- and filename characters,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_FileName_DirName_Check\test.py:50 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_50.002.003,SU: Create new Series Startup archive,SU: Create new Series Startup archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_Create_NewSeriesStartUp_Archive\test.py:51 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_50.002.004,SU: Read Series Startup archive,SU: Read Series Startup archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_Read_SeriesStartUp_Archive\test.py:51 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
11,TESTCASE_50.002.005,SU: Create Original archive,SU: Create Original archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_Create_OriginalArchive\test.py:53 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
12,TESTCASE_50.002.006,SU: Read Original archive,SU: Read Original archive,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Manufacturer_Commissioning\Saving_and_managing_data\suite_SU_SeriesStartUp\tst_Read_OriginalArchive\test.py:55 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_50.016.001,SU: Control energy - Check appearance of Ctrl-Energy Softkey,SU: Control energy - Check appearance of Ctrl-Energy Softkey,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Low_Access_Level\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_50.016.002,SU: Control energy - Open dialog of energy saving profiles,SU: Control energy - Open dialog of energy saving profiles,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Open_Energy_Saving_Profiles_Dialog\test.py:36 - NameError: name 'isEvo' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_50.016.003,SU: Control energy - Modify energy saving profile,SU: Control energy - Modify energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Modify_Profile\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_50.016.004,SU: Control energy - Create and delete energy saving profile,SU: Control energy - Create and delete energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Create_and_Delete_Profile\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_50.016.005,SU: Control energy - Export energy saving profile,SU: Control energy - Export energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Export_Profile\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_50.016.006,SU: Control energy - Import energy saving profile,SU: Control energy - Import energy saving profile,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Import_Profile\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_50.016.007,SU: Control energy - Export energy saving profile from faulty XML,SU: Control energy - Export energy saving profile from faulty XML,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Ctrl_Energy\suite_CtrlEnergy\tst_SU_Import_Faulty_XML\test.py:37 - NameError: name 'isUserCfCardPresent' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_50.020.004,SU: Access level setting - Test access level of writing of setting datas,SU: Access level setting - Test access level of writing of setting datas,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Introduction\suite_AccessLevelSetting\tst_SU_Writing_Of_Setting_Datas\test.py:61 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_20.018.001,SU: Test channel MDs,SU: Test channel MDs,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_MD\tst_Channel\test.py:42 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
2,TESTCASE_20.018.002,SU: Test common MDs,SU: Test common MDs,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_MD\tst_Common\test.py:42 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
3,TESTCASE_20.018.003,SU: Test display MDs,SU: Test display MDs,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_MD\tst_Display\test.py:42 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
4,TESTCASE_20.025.001,SU: Test of date and time settings form,SU: Test of date and time settings form,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connecting to AUT failed. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_SU_HMI\tst_DateAndTime\test.py:41 - NameError: name 'sl_Check' is not defined,"Unable to connect AUT, Target couldn't startup properly",AUT_Error,18
1,TESTCASE_20.015.025,Common: Restoring the system configuration,Common: Restoring the system configuration,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_20.009.008,Common: Set machine data in the NC,Common: Set machine data in the NC,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\Basic_Tests\HMI_Squish\suite_configuration\tst_set_MDs\test.py:39 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_60.020.001,MD short/long text,MD short/long text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_md_shortlongtext\test.py:96 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_60.020.002,General MD Tool managment Mask,General MD Tool managment Mask,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_general_MD_ToolMgmtMask\test.py:96 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_60.020.003,Channel MD short/long text,Channel MD short/long text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_chMD_shortlongtext\test.py:95 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_60.020.004,MD Help text,MD Help text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_60.020.004,MD Help text,MD Help text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_60.020.004,MD Help text,MD Help text,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_60.020.005,Help text for Control Unit parameter,Help text for Control Unit parameter,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_60.020.006,Help text for Drive alarm,Help text for Drive alarm,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
11,TESTCASE_60.020.007,Help text for NC alarm,Help text for NC alarm,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
12,TESTCASE_60.020.008,Channel MD Tool Management Mask,Channel MD Tool Management Mask,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000081\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000081\hmi.swtest\testcase_repository\User_Operating\Commissioning_operating_area\suite_Standardlangsetup_Basic\tst_channel_MD_ToolMgmtMask\test.py:100 - NameError: name 'selectAreaStartup_SlSuMainForm' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
